outcome,source_excel_row,uuid,status,decision,score,markers,raw_gap_hypothesis,raw_fields_json,rationale
FN,719,z2me4qyjafw6r6w7,5,KEEP,0,"bad:/BRANDS2RATEQuota/bIVuw,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/PROAgeQuota/ACXN8,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/RegionQuota/exYNI,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Jbd7Y,bad:qualified",pro/classification branch signal | fragmented brand share allocation | open text lacks known OPE/store terms,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 10, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 9, ""brand_rating_high_8_10"": 18, ""open_count"": 1, ""open_topic_count"": 0, ""qtime"": 1170.267}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,724,tdhjxfpprmfj3ngw,5,KEEP,0,"bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/PROAgeQuota/ACXN8,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/RegionQuota/exYNI,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/gvZBa,bad:/BRANDS2RATEQuota/Fnvrj,bad:qualified",pro/classification branch signal | Ariens/brand quota condition | fragmented brand share allocation | open text lacks known OPE/store terms,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": true, ""brand_share_answered"": 11, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 10, ""brand_rating_high_8_10"": 19, ""open_count"": 1, ""open_topic_count"": 0, ""qtime"": 1657.755}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; brand chain includes recognizable OPE brands; adequate timing plus grounded project open-end
FN,725,t740s78fp9xj8mrn,5,KEEP,0,"bad:/BRANDS2RATEQuota/UEGcM,bad:/RegionQuota/Qa7G0,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/PROAgeQuota/ACXN8,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:qualified",pro/classification branch signal | Ariens/brand quota condition | open text lacks known OPE/store terms,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": true, ""brand_share_answered"": 8, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 7, ""brand_rating_high_8_10"": 14, ""open_count"": 1, ""open_topic_count"": 0, ""qtime"": 1525.298}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; brand chain includes recognizable OPE brands; adequate timing plus grounded project open-end
FN,729,91heby75t8qz4tff,5,KEEP,0,"bad:/BRANDS2RATEQuota/bIVuw,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/PROAgeQuota/ACXN8,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/RegionQuota/Qa7G0,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:qualified",pro/classification branch signal | Ariens/brand quota condition,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": true, ""brand_share_answered"": 7, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 6, ""brand_rating_high_8_10"": 22, ""open_count"": 2, ""open_topic_count"": 1, ""qtime"": 1208.565}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; q29: topical ad recall; brand chain includes recognizable OPE brands
FN,736,srp7mg9g429akx2x,5,KEEP,0,"bad:/PROAgeQuota/W6vqU,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/GenderQuota/GKGGU/PGQDJ,bad:/BRANDS2RATEQuota/W0MBO,bad:/BRANDS2RATEQuota/zNbns,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/RegionQuota/b1V81,20260310_09:13_v2",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 29, ""open_count"": 2, ""open_topic_count"": 1, ""qtime"": 2431.8}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q29: topical ad recall
FN,737,bv450z18f4bm81pk,5,KEEP,0,"bad:/GenderQuota/SXXcl/PGQDJ,bad:/BRANDS2RATEQuota/UEGcM,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/RegionQuota/exYNI,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/N5D6j,bad:qualified",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 25, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 1991.578}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; adequate timing plus grounded project open-end
FN,738,j17vbtpg3jp6ews7,5,KEEP,0,"bad:/PROAgeQuota/W6vqU,bad:/GenderQuota/SXXcl/PGQDJ,bad:/RegionQuota/Qa7G0,bad:/BRANDS2RATEQuota/W0MBO,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/N5D6j",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 24, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 1245.321}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,741,9wwcvznqt8h3r7ft,5,KEEP,0,"bad:/PROAgeQuota/W6vqU,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/RegionQuota/exYNI,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/BRANDS2RATEQuota/u1IDH,20260310_09:13_v2,bad:/BRANDS2RATEQuota/N5D6j,bad:qualified",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 26, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 1157.63}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; adequate timing plus grounded project open-end
FN,746,efbd32cu9yqhf9v0,5,KEEP,0,"bad:/BRANDS2RATEQuota/UnJMD,bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/RegionQuota/b1V81,bad:/BRANDS2RATEQuota/u1IDH,20260310_09:13_v2",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 27, ""open_count"": 2, ""open_topic_count"": 2, ""qtime"": 2298.844}",q11othr3: one-word weak text; missing supplier metadata | Protective: q11othr3: plausible equipment/brand other-specify; qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing
FN,747,y142kqaqh5jw8bug,5,KEEP,0,"bad:/RegionQuota/Qa7G0,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/BRANDS2RATEQuota/zNbns,bad:/TotalQuota/Total,badopen,bad:/FirmRevQuota/J4v3E,bad:qualified,bad:/PROAgeQuota/ACXN8,bad:/CLASSIFYQuota/BJPjU,bad:/BRANDS2RATEQuota/u1IDH,20260310_09:13_v2",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 14, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 3, ""brand_rating_high_8_10"": 29, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 2422.549}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,748,4y62wvfm45tg7z6e,5,KEEP,0,"bad:/BRANDS2RATEQuota/UEGcM,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/PROAgeQuota/ACXN8,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/RegionQuota/exYNI,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/N5D6j,bad:qualified",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 21, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 1210.501}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,749,vyzumgpbby3j199s,5,KEEP,0,"bad:/PROAgeQuota/W6vqU,bad:/BRANDS2RATEQuota/UnJMD,bad:/RegionQuota/Qa7G0,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/BRANDS2RATEQuota/u1IDH,20260310_09:13_v2",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 25, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 1063.034}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; brand chain includes recognizable OPE brands; adequate timing plus grounded project open-end
FN,753,7vvftwaweveb4nag,5,KEEP,0,"bad:/PROAgeQuota/W6vqU,bad:/BRANDS2RATEQuota/bIVuw,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/RegionQuota/Qa7G0,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:qualified",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 13, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 4, ""brand_rating_high_8_10"": 26, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 2016.208}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; brand chain includes recognizable OPE brands; adequate timing plus grounded project open-end
FN,755,98v38aumtszrnvkk,5,KEEP,0,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UnJMD,bad:/ChannelQuota/Other channel/a79T5,bad:/TotalQuota/Total,bad:/RegionQuota/Y3p09,bad:/GenderQuota/SXXcl/fVOe7,bad:/CONAgeQuota/NVAwB,badopen,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Fnvrj,bad:qualified",,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 5, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 4, ""brand_rating_high_8_10"": 24, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 814.255}",No major semantic authenticity concern found | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; adequate timing plus grounded project open-end
FN,757,76668321m04muusq,5,KEEP,0,"bad:/GenderQuota/SXXcl/PGQDJ,bad:/RegionQuota/Qa7G0,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/BRANDS2RATEQuota/Jbd7Y,20260310_09:13_v2,bad:/BRANDS2RATEQuota/UEGcM,bad:/CLASSIFYQuota/BJPjU",pro/classification branch signal | Ariens/brand quota condition | fragmented brand share allocation,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": true, ""brand_share_answered"": 8, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 8, ""brand_rating_high_8_10"": 16, ""open_count"": 3, ""open_topic_count"": 3, ""qtime"": 1693.064}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q19_2026othr1: plausible OPE brand
FN,758,6sfm2qbfmzgd7kbz,5,KEEP,0,"bad:/BRANDS2RATEQuota/UnJMD,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/PROAgeQuota/ACXN8,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/RegionQuota/b1V81,20260310_09:13_v2,bad:/BRANDS2RATEQuota/W0MBO",pro/classification branch signal | Ariens/brand quota condition | fragmented brand share allocation,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": true, ""brand_share_answered"": 8, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 8, ""brand_rating_high_8_10"": 26, ""open_count"": 3, ""open_topic_count"": 3, ""qtime"": 1996.259}",q19_2026othr1: repeated same text across 4 entries; missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q19_2026othr1: plausible OPE brand
FN,764,54gehbzvpvtzgr6z,5,KEEP,0,"bad:/BRANDS2RATEQuota/UEGcM,bad:/RegionQuota/Qa7G0,bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Jbd7Y",pro/classification branch signal | fragmented brand share allocation,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 8, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 8, ""brand_rating_high_8_10"": 28, ""open_count"": 2, ""open_topic_count"": 2, ""qtime"": 1323.093}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q19_2026othr1: plausible OPE brand
FN,770,297n9f9uw8zdya3n,5,KEEP,0,"bad:/RegionQuota/Qa7G0,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/PROAgeQuota/ACXN8,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/BRANDS2RATEQuota/u1IDH,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Ariens",pro/classification branch signal | Ariens/brand quota condition,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": true, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 24, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 768.326}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,805,0s0vf73v7dsmpvam,5,KEEP,0,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UEGcM,bad:/RegionQuota/Y3p09,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/GenderQuota/GKGGU/fVOe7,20260310_09:13_v2,bad:qualified",Ariens/brand quota condition | fragmented brand share allocation,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": true, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 15, ""brand_rating_high_8_10"": 29, ""open_count"": 2, ""open_topic_count"": 2, ""qtime"": 694.864}",q19_2026othr1: short unrecognized brand/open text | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FP,34,azxdy8gd165yh21a,3,DISCARD,1,"qualified,/GenderQuota/SXXcl/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,/TotalQuota/Total,/BRANDS2RATEQuota/Fnvrj,/ChannelQuota/HD or OPE dealers/a79T5,/BRANDS2RATEQuota/UnJMD",open text lacks known OPE/store terms,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 5, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 4, ""brand_rating_high_8_10"": 32, ""open_count"": 4, ""open_topic_count"": 0, ""qtime"": 1149.448}","q11othr4: placeholder/non-answer ""None""; q11othr5: placeholder/non-answer ""None""; q11othr6: placeholder/non-answer ""None""; qc5: recent project answer weak/off-topic (""Cutting the grassand trees"") | Protective: brand chain includes recognizable OPE brands"
FP,46,7shz2bha8ft2n10z,3,DISCARD,1,"qualified,/BRANDS2RATEQuota/zNbns,/GenderQuota/SXXcl/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5,/BRANDS2RATEQuota/UnJMD",open text lacks known OPE/store terms,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 9, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 3, ""brand_rating_high_8_10"": 31, ""open_count"": 5, ""open_topic_count"": 0, ""qtime"": 1464.911}","q11othr1: placeholder/non-answer ""None""; q11othr2: other equipment text appears off-prompt (""Drill""); q11othr2: one-word weak text; q11othr4: placeholder/non-answer ""None"" | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; adequate timing plus grounded project open-end"
FP,182,41krh7kkxcw04e01,3,DISCARD,1,"qualified,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/zNbns,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/RegionQuota/Qa7G0,/TotalQuota/Total,/CONAgeQuota/O49cL,/ChannelQuota/HD or OPE dealers/a79T5,/BRANDS2RATEQuota/UnJMD",,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 9, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 3, ""brand_rating_high_8_10"": 30, ""open_count"": 5, ""open_topic_count"": 1, ""qtime"": 1178.001}","q11othr2: other equipment text appears off-prompt (""Saws""); q11othr2: one-word weak text; q11othr4: repeated same text across 8 entries; q11othr5: one-word weak text | Protective: q11othr4: plausible equipment/brand other-specify; q11othr5: plausible equipment/brand other-specify"
FP,205,j3yfp33szzyckkkf,3,DISCARD,1,"qualified,/CONAgeQuota/qikxx,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/CC8Pm,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5,/BRANDS2RATEQuota/UnJMD",,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 12, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 32, ""open_count"": 6, ""open_topic_count"": 1, ""qtime"": 1515.701}","q11othr1: other equipment text appears off-prompt (""Genrator""); q11othr1: one-word weak text; q11othr2: placeholder/non-answer ""None""; q11othr5: placeholder/non-answer ""None"" | Protective: q11othr4: plausible equipment/brand other-specify; qc5: personal/topical phrasing; q20r15oe: plausible OPE brand"
FP,209,m34u74z13emst14v,3,DISCARD,1,"qualified,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/zNbns,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/CONAgeQuota/O49cL,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 2, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 9, ""open_count"": 6, ""open_topic_count"": 1, ""qtime"": 1073.48}","q11othr2: other equipment text appears off-prompt (""vacuum""); q11othr2: one-word weak text; q11othr4: other equipment text appears off-prompt (""brush cutter""); q11othr5: other equipment text appears off-prompt (""insect light"") | Protective: q19_2026othr1: plausible OPE brand; brand chain includes recognizable OPE brands"
FP,255,4uu14m6btuek91f6,3,DISCARD,1,"qualified,/GenderQuota/SXXcl/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/TotalQuota/Total,/BRANDS2RATEQuota/Fnvrj,/ChannelQuota/HD or OPE dealers/a79T5,/BRANDS2RATEQuota/UnJMD",open text lacks known OPE/store terms,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 6, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 6, ""brand_rating_high_8_10"": 30, ""open_count"": 5, ""open_topic_count"": 0, ""qtime"": 999.54}","q11othr4: other equipment text appears off-prompt (""Lawnmower""); q11othr4: one-word weak text; q11othr4: repeated same text across 8 entries; q11othr5: other equipment text appears off-prompt (""Lawnmower"") | Protective: qc5: personal/topical phrasing; brand chain includes recognizable OPE brands"
FP,256,m10736d0fxnn5ygh,3,DISCARD,1,"qualified,/CONAgeQuota/qikxx,/BRANDS2RATEQuota/Jbd7Y,/GenderQuota/SXXcl/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/Other channel/a79T5,/BRANDS2RATEQuota/UnJMD",,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 5, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 5, ""brand_rating_high_8_10"": 13, ""open_count"": 5, ""open_topic_count"": 1, ""qtime"": 511.393}","q11othr1: placeholder/non-answer ""None""; q11othr4: placeholder/non-answer ""None""; q11othr5: placeholder/non-answer ""None""; q19_2026othr1: short unrecognized brand/open text | Protective: qc5: concrete recent OPE/lawn project; brand chain includes recognizable OPE brands"
FP,313,chck1vks1kx63kuf,3,DISCARD,1,"qualified,/CONAgeQuota/qikxx,/BRANDS2RATEQuota/Jbd7Y,/GenderQuota/SXXcl/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5,/BRANDS2RATEQuota/UnJMD",,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 7, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 7, ""brand_rating_high_8_10"": 25, ""open_count"": 8, ""open_topic_count"": 3, ""qtime"": 1328.965}","q11othr1: other equipment text appears off-prompt (""Air compressor""); q11othr1: repeated same text across 5 entries; q11othr2: other equipment text appears off-prompt (""Pool vacuum""); q11othr3: other equipment text appears off-prompt (""Sump pump"") | Protective: q11othr4: plausible equipment/brand other-specify; q11othr5: plausible equipment/brand other-specify; qc5: concrete recent OPE/lawn project"
FP,314,2nuvt7uuubrva0zy,3,DISCARD,1,"qualified,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/Jbd7Y,/BRANDS2RATEQuota/bIVuw,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 13, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 3, ""brand_rating_high_8_10"": 22, ""open_count"": 6, ""open_topic_count"": 1, ""qtime"": 762.005}","q11othr1: other equipment text appears off-prompt (""Side by side""); q11othr3: repeated same text across 7 entries; q11othr4: other equipment text appears off-prompt (""Any""); q11othr4: one-word weak text | Protective: q11othr3: plausible equipment/brand other-specify; brand chain includes recognizable OPE brands"
FP,369,6pnm7368rfa62sfn,3,DISCARD,1,"qualified,/CONAgeQuota/qikxx,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/Jbd7Y,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,/BRANDS2RATEQuota/UEGcM,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 5, ""brand_rating_high_8_10"": 12, ""open_count"": 5, ""open_topic_count"": 1, ""qtime"": 2031.533}","q11othr2: other equipment text appears off-prompt (""Aircompressor""); q11othr2: one-word weak text; q11othr4: other equipment text appears off-prompt (""Pole hole digger""); q11othr5: other equipment text appears off-prompt (""Flasfmhers for security reasons"") | Protective: q11othr1: plausible equipment/brand other-specify; brand chain includes recognizable OPE brands"
FP,396,uxvw5k95rqmdr2vk,3,DISCARD,1,"qualified,/BRANDS2RATEQuota/W0MBO,/ChannelQuota/Other channel/PHc09,/CLASSIFYQuota/BJPjU,/BRANDS2RATEQuota/Jbd7Y,/FirmRevQuota/J4v3E,/GenderQuota/GKGGU/PGQDJ,20260310_09:13_v2,/RegionQuota/Qa7G0,/TotalQuota/Total,/PROAgeQuota/W6vqU",pro/classification branch signal | open text lacks known OPE/store terms,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 4, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 3, ""brand_rating_high_8_10"": 7, ""open_count"": 7, ""open_topic_count"": 0, ""qtime"": 3389.886}","q11othr2: other equipment text appears off-prompt (""Leaf vacuums""); q11othr4: other equipment text appears off-prompt (""Large tillers""); qc5: recent project answer weak/off-topic (""I worked on a driveway sealing project for a client. I used a power sp""); q29: ad recall answer not Echo/OPE-specific (""I remember them highlighting durability a lot, like these machines can"") | Protective: q11othr1: plausible equipment/brand other-specify; q11othr3: plausible equipment/brand other-specify; q11othr5: "
